,CDC6,CDK1,WEE1,MYC,SMC1A,CDK7,BUB3,SMC3,HDAC2,PLK1,CCNA2,CUL1,MDM2,ANAPC11,YWHAE,CCNB2,MCM3,CDKN2A,CHEK2,MAD2L1,CDC25B,YWHAH,MCM4,RBX1,TFDP1,CCNH,HDAC1,MCM6,PTTG1,CDC20,YWHAZ,RAD21,SKP2,CDC23,GADD45A,SKP1,YWHAB,PRKDC,ORC5,CDKN1A,MCM7,CCND3,MAD2L2,TFDP2,SMAD2,CDC7,BUB1,CDC45,CCND1,ANAPC5,ANAPC13,SFN,ORC2,YWHAQ,CCNB1,CDK2,PCNA,EP300
MYC,0.0626941799688972,0.0402721549124946,0.0628756389727587,0.0,0.0533408718773204,0.0529425423683616,0.0488048076021257,0.0494632332305228,0.0485276612948649,0.0637162374958962,0.0558930226973278,0.029745626773027,0.099109988382651,0.141644143229512,0.0551004008815171,0.0604430247751613,0.0477921768306464,0.0414897321526502,0.053457818784456,0.0541636863570841,0.0318237261109121,0.0561942476917544,0.0598107066830021,0.1203789614866756,0.0429230990787456,0.0798092738738405,0.0576516557935918,0.0877383833648001,0.0321644147551152,0.0973863878613356,0.0587270737373158,0.1045132445902705,0.0471819889741501,0.030855100575524,0.0474976569753296,0.0486026486608517,0.051687578194186,0.0531974282183481,0.0498372598200778,0.0709562043534869,0.0735354574186241,0.0709120869539631,0.1054671216476512,0.0669631577188016,0.0593193093294404,0.1100311041990669,0.0666811812821959,0.0472968510507156,0.0412678492580434,0.0436514058226216,0.0274189456304888,0.1006051437216339,0.0782608695652174,0.0475307055619627,0.0572441497325009,0.0789052136156519,0.0389712818677314,0.0495134580713689
SMAD2,0.0592149512721727,0.0879830480945643,0.0544710477964891,0.0481237903317076,0.0600040424995478,0.0737401174213701,0.0524269215078006,0.0807917395022183,0.0656973509877145,0.0505761670748668,0.0428067596197136,0.0939233164899933,0.1107558788361925,0.1047691541151755,0.0692527148651399,0.0298402741098135,0.0223446781624007,0.0696339945658395,0.0229329515543328,0.0709598324775145,0.0663572951697941,0.0661493130226141,0.0195496464338301,0.0853470276389022,0.0646837455921402,0.0336852819211708,0.0315791321707424,0.0906953608374505,0.063862627166479,0.0954608892079239,0.0251379140575363,0.1083287716582656,0.0628475468965887,0.0905071283746154,0.0742600385591065,0.0844578408105613,0.0782259338728225,0.067097297048676,0.0352306523353327,0.0440332422376599,0.0661726246086561,0.0437664033564566,0.1241418221308275,0.0486037844229271,0.0,0.1263608087091758,0.0371117056118575,0.0786108890524751,0.0833832690636611,0.0696269184688947,0.077332481466134,0.0892586989409985,0.1126811594202899,0.0702070250817735,0.0629616379853815,0.086407597351007,0.0383786879801237,0.084518545694377
TFDP1,0.0536999344464874,0.0854291610541276,0.0585090260714139,0.0915021491375309,0.0549229893986575,0.0789475464099766,0.0556826312551742,0.0763257247586346,0.0477407210464657,0.0818239344491945,0.0575836940159711,0.0800842933264344,0.0432522309195908,0.0477428232715756,0.0478322903865514,0.0741514360895,0.068002869777606,0.0586458763576887,0.0763120777688866,0.0643082745911444,0.0728584329672507,0.0546324592708832,0.0764553224096948,0.0624155014998936,0.0,0.0610123827576012,0.0798757998997162,0.0487592760449885,0.0805779786109314,0.0500193364684204,0.0759140045285626,0.0552368590299046,0.0697482329989648,0.0622149859805689,0.0636825611088408,0.0635908270619515,0.0594973054084522,0.0679709344758963,0.0588462829201552,0.0641316136241046,0.0635185964014246,0.064706946867386,0.0413350809271907,0.0629645561910135,0.0646819277125806,0.0384914463452565,0.0724064787348917,0.0675226958641606,0.0694142542472234,0.0658943889813515,0.0637667646172776,0.0582450832072617,0.0525362318840579,0.0641601542872408,0.072533534939671,0.0591077601995299,0.0624677160885179,0.0729439686487787
TFDP2,0.0509663732437938,0.015701563682861,0.0523120740248435,0.0344355617744662,0.018116238878216,0.0171233566630738,0.0262687803270817,0.0138847322848224,0.099938928132798,0.0450093694033386,0.1084677884531693,0.0122636305871095,0.0153667995898898,0.0166999745221857,0.0415298326009497,0.0494581424628442,0.0692805772472329,0.0217362612855559,0.0789009063088328,0.0169742026039804,0.0322285944135314,0.0254130823819822,0.0840454111922657,0.0353456781924742,0.0448725957139916,0.0615219728565335,0.0489999247095191,0.0180203112731085,0.0491801650052476,0.0310456035135847,0.0675952829312476,0.0234426269467731,0.0389176724450904,0.0177474329714085,0.0210220124629163,0.0158439778756474,0.0200946949013447,0.034816269866075,0.0740396595985421,0.0570498308428058,0.0188857121130569,0.0572906534348247,0.0173362080258134,0.0,0.023890277905276,0.0194401244167962,0.0695186670318029,0.0195412287895257,0.0128043024879613,0.0330648300753345,0.0242438394306747,0.0185325264750378,0.0213768115942028,0.0460916951877895,0.0217045536224064,0.0184268162535293,0.0834729231801647,0.0517441314546
EP300,0.0681576437565525,0.0531419296059292,0.0690821007134905,0.0568002924510091,0.074610842288887,0.0504007171310245,0.070896954917577,0.0474503956715937,0.0447006936335835,0.0486743621021084,0.0592526978357961,0.0469208064750456,0.0549022196405697,0.033120779697427,0.0507299057868213,0.0428963718364998,0.0591953704328855,0.0887705414538773,0.0636943037580321,0.0666394890233059,0.0713279505309304,0.0788433897155105,0.0689431020505044,0.0479776423455946,0.0721677449837896,0.0933225588347237,0.0746487976588532,0.050498046378999,0.0721772661357361,0.042878369440752,0.0620808745666204,0.0511483464579204,0.0588682052994874,0.0792544299969263,0.0597067625863631,0.067587187124208,0.058070531066861,0.0685243768344817,0.0469969419004988,0.0724773679043413,0.0566009495306551,0.0724181170286105,0.0408074700135179,0.0670965455900861,0.0639942563422003,0.0416018662519439,0.0651452302101591,0.0688331908409496,0.0848770888698833,0.0875162237868615,0.0709476956549126,0.0627836611195158,0.0543478260869565,0.0838969474415881,0.0810365072804321,0.0694191010073035,0.0552189457045627,0.0
CCNA2,0.0466358930618072,0.0257317305835387,0.0524650202956435,0.0491596632764466,0.0154748786682273,0.0254359978147336,0.022524396424991,0.0223930211194003,0.0843477638521324,0.0810291083561896,0.0,0.0179076387303063,0.0155560430051819,0.0241328077780086,0.0432193415482939,0.077725749490802,0.0588192939556847,0.0235790935059136,0.0697976374699548,0.0174702638464964,0.0209633729309309,0.0270772472317651,0.0778442205141011,0.0350118737335995,0.0343111220146001,0.0656485197675257,0.0354357732266537,0.0183839910178249,0.0376999635410993,0.0281625682007396,0.0653702891395819,0.0234787951546315,0.0311156337302029,0.0151505007241211,0.0170377808107965,0.0128365871926758,0.0161426497502901,0.0276560666466932,0.0863897727141562,0.052737608875061,0.0188773978758511,0.0528084878666712,0.0160119595092827,0.0479525587499056,0.0189476972526798,0.0186625194401244,0.0590888279706829,0.015035326138741,0.0176055266399282,0.0273344547906669,0.0316102076205215,0.0173978819969742,0.0297101449275362,0.0377118465596518,0.0323534077593495,0.0123953749562931,0.0870468733429205,0.0405896506277004
CCNH,0.05278144543318,0.0955487286660732,0.0477960230415723,0.0996635535082998,0.0645214347044197,0.0870288901099974,0.0581767299910394,0.0838002298362771,0.0383220131046174,0.0822971082795316,0.0443698026018572,0.0820889308001442,0.0548457273019857,0.049571615827481,0.0430516964259313,0.0752556198343028,0.0491056587152491,0.0777135481317316,0.052778639359674,0.0660410720126676,0.0572433603035355,0.0699690788013053,0.0569128960496938,0.0513494324459538,0.0542256839871716,0.0,0.0585396084201501,0.051130673442721,0.0540012103919306,0.0446571358478349,0.0538058965915455,0.0524292787845121,0.0658471042411692,0.0774699812790719,0.0668757549667117,0.0768105346901127,0.065405059484703,0.0686741916744358,0.0608133302113855,0.0713249012706616,0.0671826259126105,0.0709786766172047,0.0529742432908139,0.0620338275182083,0.0693515634028387,0.0513219284603421,0.0619792491287325,0.0739798148371154,0.0742010750015036,0.0737487266971245,0.0699564421657654,0.0552193645990922,0.053623188405797,0.067832226199867,0.0750585682133768,0.0651793929236982,0.0599412024356704,0.0767212926696749
CDK1,0.0687151162648016,0.0,0.0674358617242962,0.1135643273457492,0.0822554136435387,0.0896367013764848,0.0784985167215875,0.085813002089392,0.051664897079367,0.0805606506821059,0.0657964507550353,0.0885208584604746,0.0700823990105148,0.0527322947258197,0.0550026466872255,0.0878889215929071,0.0637868216113067,0.0688092064357302,0.0686325084942393,0.0623594240111509,0.0710457883579228,0.0635244394510621,0.0763117789805403,0.050995455941861,0.0766921924036007,0.0778583721302786,0.0728647246403222,0.0474453748188635,0.0805311855104385,0.0446454832345737,0.0702031760696183,0.0502376244640989,0.0653898933409022,0.0669176369891884,0.0681491478095448,0.0586412515252576,0.0659402402439308,0.0542417816086107,0.0526735216164671,0.0514667316808207,0.0643015947854574,0.051307646210435,0.0512973163882147,0.0478627642268472,0.0745678461687245,0.046656298600311,0.0561722429836438,0.0554407887244285,0.0715417918076116,0.0692387124440912,0.0736322035803947,0.0329046898638426,0.0315217391304347,0.0670343080495334,0.0833160242230718,0.0377912999446124,0.0641675742692051,0.0762242151952365
HDAC1,0.0564973855830041,0.0197344714256861,0.0690960019826515,0.0416674695809395,0.0159840934797903,0.019565653858643,0.025049465629146,0.0173118414925604,0.099011647631025,0.0522000395112314,0.1151636386856065,0.0157213890380555,0.0177794749799362,0.0222102524933178,0.0598354621875816,0.0564614343103582,0.0535899789998767,0.0242266200075726,0.0627442997506256,0.0136252798983465,0.0193246908468566,0.0269871253047173,0.0644806404197698,0.0243055959956853,0.0278229418606866,0.0663339792202549,0.0,0.0128878644330467,0.0325978906200034,0.0177902781356625,0.0570914088691009,0.0149244659505498,0.0334952296621997,0.0153607809634482,0.0184037285306791,0.0133137411173246,0.0174732802858346,0.0280582320815844,0.0945698271131195,0.0601726586816328,0.0188763585962004,0.0603324840366741,0.0162809284816665,0.054001276086319,0.0210069161771959,0.0171073094867807,0.0710232700046189,0.0165343699437923,0.0128074167361098,0.0159808810014697,0.0250105379180775,0.0351739788199697,0.0249999999999999,0.0284687443730652,0.0249146959847409,0.0229139353901339,0.0979127190103539,0.030184400895132
HDAC2,0.0770251063118326,0.0715138850898665,0.0795266387655346,0.0638704733272715,0.0879618754094015,0.0643073926697025,0.0839370657494962,0.0610950026570518,0.0,0.0523780357098017,0.0707408363744655,0.0574310286238796,0.0745153873162079,0.0311747718849683,0.0625946013987226,0.0468716980573811,0.0394889782433783,0.0525315590375057,0.0476544296077993,0.0537084521304005,0.0506220875166911,0.0426509583240207,0.0508760920097091,0.0564338726458345,0.0550837796782973,0.0506724021905393,0.0526699886015187,0.0495074356503364,0.0571963910304889,0.0482726360505017,0.0506644798434915,0.0557663574940084,0.0744175465909159,0.0789537656718824,0.0739851809034994,0.0784064418129147,0.0752922677196116,0.0764882997303446,0.0653572651329471,0.0716097455084542,0.0730346279374083,0.0722331794246352,0.0563511380850981,0.064944768715108,0.0762180287141741,0.0423794712286158,0.0753906229955267,0.0804898682667552,0.0635188326368269,0.0681467422372194,0.0585441153515914,0.0540847201210287,0.0434782608695651,0.0604831419187573,0.0767391372997114,0.0624025801852924,0.0495185983959028,0.0680462096150163
MAD2L2,0.0337129024421925,0.0750274537844368,0.0239029520426608,0.0425744597726781,0.0612125837618376,0.0612748471692056,0.0603056677626048,0.0671553013916997,0.0374905311261634,0.0530204425836893,0.0196420187840246,0.0781452238589283,0.1038162214236297,0.0985404960748732,0.036297608834618,0.0363408249668705,0.0480807489794221,0.074029950394483,0.0504141751374035,0.0704564610097298,0.0735521753461468,0.0740717461176125,0.0362624391720792,0.0729393348833269,0.0782142913857068,0.036266934617891,0.0647746044174646,0.0855875293907053,0.0808735988989164,0.0886046080182524,0.0484005564584004,0.1030703760357827,0.0707211638653093,0.0659778169388981,0.0775858778487582,0.0700483294705606,0.0817067936743662,0.0708372345290427,0.0490808607788284,0.0529242978787649,0.0687006098908698,0.0528159126723287,0.0,0.0692424597510319,0.0874743578190433,0.1057542768273717,0.0549612288957526,0.0733776803809498,0.0616655139305675,0.0471826196410573,0.054988755001596,0.086232980332829,0.1079710144927536,0.0474717663051839,0.0381827771968383,0.0806003399592302,0.0222876594285728,0.0518946088895546
