,Gini
alpha-AB_oef-1,0.0018216100641440009
alpha-ABa_pqn-59,0.0018183760683760683
alpha-P1_T10E9.2,0.0018173436041083102
TP-P1_mix-1,0.001815993265993266
TP-P0_F47D12.9,0.0018148202807293714
alpha-AB_eco-1,0.0018114862914862914
alpha-P2_lir-1,0.0018090121999212911
alpha-diff_eif-1.A,0.0018055322128851543
alpha-P2_rsp-1,0.0018025252525252526
TP-AB_ttr-50,0.0018010582010582013
alpha-diff2_tbc-2,0.0018004795204795206
alpha-ABa_eef-1A.1,0.0018004795204795204
alpha-P2_cox-6A,0.0018004795204795204
TP-P0_patr-1,0.0017999190624190626
alpha-AB_gtbp-1,0.0017968110321051496
TP-P1_patr-1,0.0017946969696969696
alpha-diff_cel-1,0.0017928205128205127
TP-P2_kars-1,0.0017928205128205127
alpha-P1_B0393.3,0.0017919047619047617
alpha-diff2_F27C1.2,0.0017919047619047617
alpha-AB_F54D5.5,0.0017919047619047617
alpha-P1_K04C2.3,0.0017891520244461424
alpha-P1_pas-6,0.0017891520244461422
alpha-P2_Y18D10A.11,0.001783440833156742
TP-P0_rpt-3,0.0017773131456216176
TP-ABa_C07D8.6,0.0017769696969696972
alpha-P1_snb-1,0.0017768897768897767
alpha-ABa_rsp-1,0.001776388888888889
TP-P1_C35D10.1,0.001775974025974026
alpha-diff2_sip-1,0.0017744778613199665
alpha-P2_F58F12.1,0.0017739219114219114
alpha-P2_npp-24,0.001773826173826174
TP-P0_T22C1.6,0.0017731755424063114
alpha-diff2_cyn-3,0.00177276850133993
alpha-diff2_W04D2.4,0.0017696314102564102
TP-P0_mys-1,0.0017696314102564102
alpha-P1_B0285.3,0.0017696314102564102
alpha-P2_rfc-4,0.0017692307692307695
TP-P0_prp-19,0.0017692307692307693
alpha-P1_glh-2,0.001769141414141414
alpha-P1_pqn-52,0.0017683150183150182
TP-P0_hda-6,0.0017683150183150182
alpha-P2_hoe-1,0.0017683150183150182
alpha-P2_ani-1,0.0017683150183150182
TP-AB_eftu-2,0.0017683150183150182
TP-P0_ints-9,0.001768315018315018
alpha-P2_tars-1,0.001768315018315018
alpha-AB_rrn-3.1,0.0017665501165501163
alpha-diff_got-2.1,0.0017662087912087912
alpha-ABa_paa-1,0.001765686637080868
alpha-AB_gld-4,0.0017610389610389614
alpha-diff2_F32D8.14,0.0017546382189239334
alpha-P2_rpt-1,0.001751627218934911
alpha-diff2_tag-321,0.0017515797023489332
alpha-AB_F25H8.1,0.001750997150997151
TP-P1_snr-1,0.001750997150997151
alpha-P2_nduo-3,0.001750997150997151
alpha-diff_agt-2,0.001750997150997151
TP-P1_ndk-1,0.0017509971509971508
alpha-AB_C18E3.9,0.0017509971509971508
alpha-diff_mix-1,0.0017509971509971508
alpha-diff_pbs-5,0.0017509971509971508
TP-AB_lin-5,0.0017508333333333334
TP-AB_dib-1,0.0017503057696907963
TP-P1_tkt-1,0.001749455337690632
alpha-ABa_F10D11.2,0.0017492586778301066
TP-AB_rsd-6,0.0017487957906991997
TP-ABa_sas-5,0.0017476657329598506
alpha-AB_puf-6,0.0017460416666666668
alpha-ABa_K02C4.3,0.0017460416666666666
alpha-AB_tyms-1,0.0017460416666666666
alpha-P2_clec-87,0.0017444444444444443
alpha-diff2_goa-1,0.0017433381433381435
alpha-P1_tmem-131,0.0017433381433381435
alpha-P2_lmp-1,0.0017433381433381435
TP-P2_pdi-2,0.0017433381433381435
TP-P2_cpg-8,0.0017425420733113042
alpha-ABa_sucl-2,0.001741599670171099
TP-P2_lex-1,0.00174146586445229
alpha-diff_hoe-1,0.001740509490509491
TP-AB_K04F10.3,0.001738827838827839
alpha-diff_mfsd-13.1,0.001738827838827839
alpha-AB_gyg-2,0.001738827838827839
alpha-diff_C06H2.7,0.0017388278388278389
TP-AB_Y43F4B.10,0.0017388278388278389
TP-AB_pdi-6,0.0017388278388278389
TP-P2_chaf-2,0.0017388278388278389
alpha-P2_srgp-1,0.0017388278388278389
TP-P2_swsn-4,0.0017388278388278389
alpha-P1_dnj-11,0.0017382756132756135
TP-ABa_Y53C10A.6,0.0017369281045751634
TP-ABa_jhdm-1,0.001734771401438068
alpha-diff2_eif-2D,0.0017328504828504833
alpha-diff2_srlf-1,0.0017319347319347319
alpha-diff_pam-1,0.0017319347319347319
TP-P1_trap-2,0.0017319347319347319
TP-P1_Y37E11B.6,0.0017319347319347319
TP-P2_B0464.6,0.0017319347319347319
TP-P2_cids-2,0.0017319347319347319
TP-P2_cyk-4,0.0017319347319347319
TP-P2_tam-1,0.0017319347319347317
TP-ABa_Y39G10AR.9,0.0017319347319347317
alpha-AB_lin-5,0.0017319347319347317
alpha-diff_F58B3.6,0.0017319347319347317
alpha-ABa_C01B12.8,0.0017319347319347317
TP-AB_mcm-6,0.0017319347319347317
alpha-P2_usp-5,0.0017311688311688316
TP-P1_rpn-2,0.0017311688311688316
TP-AB_pbs-5,0.0017311688311688314
alpha-diff2_csn-2,0.0017311688311688314
alpha-P1_gtf-2E2,0.0017311688311688314
TP-P2_inx-14,0.0017311688311688314
alpha-diff_hrpu-1,0.0017297008547008548
TP-P2_ctf-8,0.0017297008547008548
TP-P2_T23F2.5,0.0017297008547008548
TP-ABa_tag-353,0.0017297008547008548
alpha-diff2_panl-3,0.0017297008547008546
TP-AB_F32D8.14,0.0017297008547008546
alpha-diff_lin-53,0.0017297008547008546
TP-AB_Y57G11C.33,0.0017297008547008546
alpha-diff_kin-4,0.0017297008547008546
TP-P2_C50F4.6,0.0017297008547008546
TP-P2_his-61,0.0017297008547008546
TP-P2_spt-5,0.0017297008547008546
alpha-diff2_dnj-18,0.0017297008547008546
alpha-diff_B0393.3,0.0017279899587591895
alpha-P2_acdh-12,0.0017274074074074075
TP-AB_nxt-1,0.0017274074074074075
alpha-diff2_mog-1,0.0017274074074074073
TP-AB_akt-1,0.0017274074074074073
alpha-ABa_nucl-1,0.0017272435897435897
TP-P2_edc-3,0.0017272435897435897
alpha-P2_tag-153,0.0017270608179699087
alpha-ABa_icd-1,0.0017270608179699087
alpha-AB_ZC308.4,0.0017269120513702563
TP-P2_nucl-1,0.0017259219175885842
TP-ABa_suco-1,0.0017242757242757244
alpha-P1_F20D12.2,0.0017242757242757244
alpha-ABa_pbrm-1,0.0017242757242757244
alpha-AB_lab-1,0.0017242757242757244
alpha-P1_ran-3,0.0017242757242757244
alpha-diff_sip-1,0.0017242757242757242
alpha-diff_pcca-1,0.0017242757242757242
alpha-ABa_Y56A3A.22,0.0017242757242757242
alpha-AB_Y47H9C.8,0.0017242757242757242
TP-P2_rad-50,0.0017242757242757242
TP-P1_T02H6.11,0.0017220833333333333
alpha-diff2_snr-3,0.0017220418470418474
TP-P0_ari-1.2,0.0017220418470418474
alpha-P1_rei-1,0.0017220418470418471
alpha-AB_ubxn-4,0.0017220418470418471
TP-P2_F46F11.8,0.0017220418470418471
alpha-AB_cope-1,0.0017220418470418471
TP-P2_rnf-1,0.0017220418470418471
TP-P1_mcm-5,0.0017220418470418471
TP-AB_plk-1,0.0017210589410589412
TP-P2_mel-26,0.0017204861111111112
TP-ABa_W07E11.1,0.0017194018103109015
alpha-ABa_F12F6.7,0.0017194018103109015
TP-P1_pqn-59,0.0017157298474945533
alpha-diff_znf-207,0.0017152380952380956
alpha-P1_F52A8.1,0.0017152380952380956
TP-P0_W02D3.4,0.0017152380952380954
TP-AB_leo-1,0.0017152380952380952
TP-P0_F44E5.1,0.0017152380952380952
TP-AB_usip-1,0.0017152380952380952
alpha-AB_ergo-1,0.001715064565064565
alpha-diff_spcs-3,0.001713293885601578
alpha-AB_rtfo-1,0.0017100840336134455
TP-P0_M106.3,0.0017100840336134455
TP-AB_hrpa-1,0.0017100840336134455
alpha-diff2_pccb-1,0.0017097883597883598
TP-AB_inx-3,0.0017083449883449886
TP-P1_cpg-8,0.0017083449883449882
alpha-P2_slx-1,0.001708344988344988
TP-ABa_eef-1B.1,0.0017061111111111114
alpha-P2_nra-1,0.0017061111111111112
alpha-P1_acdh-7,0.0017061111111111112
alpha-P1_snr-1,0.001706111111111111
alpha-diff_T05H4.11,0.001705128205128205
alpha-diff2_rbm-25,0.0017044918885827977
TP-ABa_gpd-1,0.001703471074380165
alpha-P1_dnj-18,0.0017018518518518522
alpha-diff2_abhd-12,0.0017018518518518522
TP-P1_kbp-2,0.001701851851851852
TP-P0_snu-66,0.001701851851851852
TP-P2_rde-4,0.001699790108881018
TP-P1_cts-1,0.0016988636363636362
TP-P1_ufd-1,0.0016981386514719847
alpha-P1_hrpa-1,0.0016956519833442913
alpha-diff_sax-2,0.001695441813088872
TP-P1_exo-1,0.0016923225764134855
alpha-ABa_acdh-12,0.0016910442357416337
TP-P0_eef-2,0.0016907259407259404
TP-AB_C23F12.4,0.0016896825396825398
alpha-P1_vha-10,0.0016896825396825398
TP-P2_rfp-1,0.0016896825396825398
TP-P2_mog-5,0.0016896825396825398
TP-P0_apc-1,0.0016896825396825398
alpha-diff2_sup-17,0.0016896825396825398
alpha-diff_ama-1,0.0016896825396825398
TP-ABa_ola-1,0.0016896825396825398
TP-P2_C27H6.8,0.0016896825396825398
TP-P0_neg-1,0.0016877828054298644
alpha-ABa_mei-1,0.0016877828054298644
TP-ABa_par-3,0.0016856743256743257
alpha-diff_smut-1,0.0016854294695203785
alpha-P1_cox-5B,0.0016834826711749791
alpha-diff2_dkc-1,0.0016831955922865013
TP-P1_Y94H6A.3,0.0016827894327894326
TP-P2_mex-1,0.0016827894327894326
TP-AB_ska-3,0.0016827894327894326
alpha-P1_ccf-1,0.0016827894327894326
TP-ABa_mdt-6,0.0016805555555555558
alpha-AB_ife-1,0.0016805555555555556
alpha-diff_ufd-3,0.0016805555555555556
alpha-P2_abi-1,0.0016805555555555556
alpha-diff2_ahsa-1,0.0016805555555555556
TP-ABa_mdt-8,0.0016805555555555556
TP-P0_F10C2.4,0.0016805555555555556
alpha-ABa_F30F8.1,0.0016805555555555556
alpha-diff_Y24F12A.1,0.0016805555555555554
TP-ABa_mix-1,0.0016805555555555554
alpha-diff2_dpf-3,0.0016805555555555554
alpha-AB_rpt-3,0.0016805555555555554
TP-P2_mel-32,0.0016805555555555554
TP-P2_eel-1,0.0016805555555555554
alpha-diff_B0261.7,0.0016805555555555554
TP-ABa_syx-16,0.0016805555555555554
alpha-diff2_rbx-2,0.0016805555555555554
TP-P1_pmlr-1,0.0016805555555555554
alpha-AB_rpn-6.1,0.0016805555555555554
alpha-P1_hda-6,0.0016805555555555554
alpha-diff_pdi-6,0.0016805555555555554
TP-AB_znf-207,0.0016805555555555554
TP-P1_dsbn-1,0.0016805555555555554
TP-P0_toe-2,0.0016805555555555554
TP-P2_skr-17,0.0016805555555555554
TP-AB_ceh-38,0.0016805555555555554
TP-ABa_mtr-4,0.0016805555555555554
alpha-diff_F01G4.6,0.0016805555555555554
TP-P0_rps-4,0.0016805555555555554
TP-P0_smn-1,0.0016805555555555554
alpha-ABa_cts-1,0.0016805555555555554
alpha-AB_sna-3,0.0016805555555555554
TP-P2_gld-3,0.0016805555555555554
TP-ABa_tofu-5,0.0016805555555555554
TP-P0_F18A1.7,0.0016805555555555554
TP-P2_pnk-1,0.0016805555555555554
TP-AB_T02G6.5,0.0016805555555555554
TP-P2_sqv-5,0.0016805555555555554
TP-P0_chn-1,0.0016805555555555554
TP-AB_Y67H2A.2,0.0016805555555555554
TP-ABa_F21F3.6,0.0016805555555555554
alpha-P2_prcc-1,0.0016805555555555554
TP-AB_ZK616.5,0.0016805555555555554
TP-ABa_K07H8.2,0.0016805555555555554
alpha-ABa_eak-7,0.0016805555555555554
alpha-diff_T24G10.2,0.0016805555555555554
TP-ABa_F53C11.5,0.0016805555555555554
alpha-P1_sec-61.A,0.0016805555555555554
TP-P2_uba-1,0.0016805555555555554
alpha-ABa_rpn-2,0.0016805555555555554
alpha-P2_pas-3,0.0016805555555555554
TP-P2_prp-21,0.0016805555555555554
TP-P0_mdt-28,0.0016792773199023198
alpha-diff2_ztf-8,0.0016792022315919373
TP-AB_abcf-2,0.0016783216783216788
alpha-P2_tkt-1,0.0016783216783216788
alpha-P2_T19H12.2,0.0016783216783216788
TP-P0_wdr-20,0.0016783216783216785
alpha-P1_enol-1,0.0016783216783216785
alpha-P2_Y54G9A.5,0.0016783216783216785
TP-P1_rgr-1,0.0016783216783216785
alpha-diff2_K04C2.3,0.0016783216783216785
TP-P2_C45G9.2,0.0016783216783216785
TP-ABa_Y67H2A.10,0.0016783216783216785
TP-ABa_erd-2.2,0.0016783216783216785
alpha-P2_mag-1,0.0016783216783216785
TP-P0_dpt-1,0.0016783216783216785
TP-AB_EEED8.3,0.0016783216783216785
alpha-diff2_Y82E9BR.3,0.0016783216783216785
alpha-diff_polk-1,0.0016783216783216785
alpha-AB_dcr-1,0.0016783216783216785
TP-P2_ostb-1,0.0016783216783216785
alpha-diff_pptr-2,0.0016783216783216785
alpha-diff_unc-61,0.0016783216783216785
alpha-ABa_thk-1,0.0016783216783216785
alpha-P1_usp-4,0.0016783216783216785
TP-ABa_W08E12.7,0.0016783216783216785
TP-AB_pyk-1,0.0016783216783216785
TP-P2_kin-18,0.0016783216783216785
TP-AB_cec-10,0.0016783216783216785
TP-P2_rpl-7A,0.0016783216783216785
TP-AB_pqn-70,0.0016783216783216785
alpha-diff_T20F10.2,0.0016783216783216785
alpha-ABa_knl-2,0.0016783216783216785
alpha-diff_leo-1,0.0016783216783216785
TP-P2_arp-6,0.0016783216783216785
alpha-diff_pfd-3,0.0016783216783216785
TP-P0_dnj-12,0.0016783216783216785
TP-P0_enol-1,0.0016783216783216783
alpha-diff2_cul-1,0.0016783216783216783
alpha-P2_imb-1,0.0016783216783216783
alpha-ABa_B0361.9,0.0016783216783216783
TP-P2_cap-2,0.0016783216783216783
alpha-diff_enpl-1,0.0016783216783216783
TP-AB_tars-1,0.0016783216783216783
alpha-diff_C45G9.2,0.0016783216783216783
alpha-AB_pkc-3,0.0016783216783216783
alpha-diff_pnn-1,0.0016783216783216783
alpha-diff2_Y106G6H.6,0.0016783216783216783
alpha-ABa_tam-1,0.0016783216783216783
alpha-P1_cyn-8,0.0016783216783216783
alpha-P1_pgam-5,0.0016783216783216783
TP-P1_T26A5.8,0.0016783216783216783
TP-P2_arle-14,0.0016783216783216783
alpha-ABa_app-1,0.0016783216783216783
TP-P2_C55A6.1,0.0016783216783216783
TP-AB_iglr-2,0.0016783216783216783
TP-AB_K06H7.7,0.0016783216783216783
alpha-AB_sup-17,0.0016783216783216783
TP-P0_npp-5,0.0016783216783216783
alpha-ABa_dcr-1,0.0016783216783216783
TP-ABa_spo-11,0.0016783216783216783
alpha-P1_tiar-1,0.0016783216783216783
alpha-P1_F14E5.2,0.0016783216783216783
alpha-ABa_plk-1,0.0016783216783216783
TP-P0_npp-18,0.0016772234819853868
alpha-diff_R53.4,0.0016769683543580603
TP-AB_clec-87,0.0016765895642818721
TP-AB_ensa-1,0.00167641395233307
TP-P1_set-22,0.0016714285714285718
alpha-ABa_F59C6.5,0.0016714285714285718
TP-ABa_inx-3,0.0016714285714285718
alpha-P2_fubl-1,0.0016714285714285718
TP-P2_ubc-3,0.0016714285714285718
alpha-ABa_ttx-7,0.0016714285714285718
alpha-P2_rsp-7,0.0016714285714285715
TP-ABa_teg-4,0.0016714285714285715
TP-ABa_rla-1,0.0016714285714285715
TP-ABa_T24D1.2,0.0016714285714285715
alpha-AB_gut-2,0.0016714285714285715
alpha-P2_ddb-1,0.0016714285714285715
TP-ABa_C50E3.12,0.0016714285714285715
TP-P2_cux-7,0.0016714285714285715
TP-P1_icd-1,0.0016714285714285715
TP-P2_tag-353,0.0016714285714285715
TP-AB_T25B9.9,0.0016714285714285715
alpha-diff_trap-3,0.0016714285714285715
TP-P2_abts-1,0.0016714285714285715
alpha-diff_21ur-328,0.0016714285714285715
TP-P2_npp-1,0.0016714285714285715
alpha-diff_rbm-42,0.0016714285714285715
TP-AB_rnr-2,0.0016714285714285715
alpha-diff_tim-1,0.0016714285714285715
TP-P1_uba-1,0.0016714285714285715
TP-AB_arf-1,0.0016714285714285715
TP-P2_erp-44.1,0.0016714285714285715
alpha-ABa_pie-1,0.0016714285714285715
TP-P2_C14C10.5,0.0016714285714285715
TP-AB_let-767,0.0016714285714285715
alpha-P1_apc-2,0.0016714285714285715
alpha-P1_nova-1,0.0016714285714285715
alpha-AB_cpb-3,0.0016714285714285715
alpha-AB_snap-1,0.0016714285714285713
TP-P0_cir-1,0.0016714285714285713
TP-P0_csn-2,0.0016714285714285713
TP-P0_skr-1,0.0016714285714285713
TP-P0_nfx-1,0.0016714285714285713
alpha-ABa_pabp-2,0.0016714285714285713
alpha-ABa_zif-1,0.0016714285714285713
alpha-AB_otub-1,0.0016714285714285713
alpha-AB_nemp-1,0.0016714285714285713
TP-P0_trap-2,0.0016714285714285713
alpha-diff_lea-1,0.0016714285714285713
alpha-P1_rpb-7,0.0016714285714285713
TP-AB_ctc-2,0.0016714285714285713
alpha-diff2_F08F3.6,0.0016714285714285713
TP-P1_sams-3,0.0016714285714285713
alpha-diff_sluh-7,0.0016714285714285713
alpha-diff_pqe-1,0.0016714285714285713
alpha-ABa_chn-1,0.0016714285714285713
alpha-ABa_Y69A2AR.18,0.0016714285714285713
TP-P1_szy-5,0.0016714285714285713
TP-ABa_zyg-9,0.0016714285714285713
TP-ABa_csn-2,0.0016714285714285713
alpha-diff_lab-1,0.0016714285714285713
alpha-diff2_hmg-5,0.0016714285714285713
alpha-P1_ran-4,0.0016714285714285713
alpha-ABa_nova-1,0.0016714285714285713
TP-ABa_hpl-2,0.0016714285714285713
TP-AB_lst-1,0.0016714285714285713
alpha-AB_adss-1,0.0016692001244942426
alpha-diff_rbm-3.1,0.0016661480020454381
TP-AB_wdr-5.1,0.0016650541698160748
alpha-diff_F45F2.10,0.0016650541698160748
TP-ABa_T04A8.8,0.0016650541698160746
alpha-P2_T06D4.1,0.0016650541698160746
alpha-AB_B0361.9,0.001664270152505447
alpha-diff2_mask-1,0.0016642701525054469
TP-P1_T07C4.3,0.0016592592592592594
alpha-P1_F44E7.4,0.0016592592592592594
alpha-diff2_eif-3.L,0.0016592592592592594
TP-P2_cerk-1,0.0016592592592592594
alpha-P1_T03F6.3,0.0016592592592592594
alpha-AB_sao-1,0.0016592592592592594
TP-P0_F55A12.5,0.0016592592592592594
alpha-AB_dhs-22,0.0016592592592592594
alpha-P2_trap-3,0.0016592592592592594
TP-ABa_otub-4,0.0016592592592592592
TP-P1_glh-2,0.0016592592592592592
alpha-ABa_nxt-1,0.0016592592592592592
alpha-P1_rbpl-1,0.0016592592592592592
TP-P1_hcp-6,0.0016592592592592592
alpha-diff2_C05D11.1,0.0016592592592592592
alpha-ABa_mcm-7,0.0016592592592592592
alpha-ABa_mom-4,0.0016592592592592592
alpha-AB_ari-1.2,0.0016592592592592592
alpha-ABa_rrf-1,0.0016592592592592592
TP-P2_mdt-6,0.0016592592592592592
TP-P2_wapl-1,0.0016592592592592592
alpha-ABa_rbpl-1,0.0016592592592592592
TP-AB_Y24F12A.1,0.0016592592592592592
alpha-AB_cox-5B,0.0016592592592592592
TP-ABa_chd-1,0.0016592592592592592
alpha-diff_Y106G6H.6,0.0016592592592592592
alpha-diff_wnk-1,0.0016592592592592592
TP-P1_hrde-1,0.0016592592592592592
alpha-AB_rfc-4,0.0016592592592592592
alpha-P2_cap-2,0.0016592592592592592
TP-ABa_B0035.3,0.0016592592592592592
alpha-P2_prom-1,0.0016592592592592592
alpha-diff_pdi-3,0.0016592592592592592
alpha-P1_B0361.9,0.0016592592592592592
TP-AB_npp-2,0.0016592592592592592
TP-P0_rfc-2,0.0016592592592592592
TP-AB_ZK632.2,0.0016592592592592592
TP-AB_zyg-11,0.0016592592592592592
alpha-AB_eif-3.C,0.0016592592592592592
alpha-AB_acer-1,0.0016592592592592592
TP-ABa_lotr-1,0.0016592592592592592
alpha-ABa_ari-1.4,0.0016592592592592592
alpha-P1_crt-1,0.0016592592592592592
alpha-P2_T13H5.8,0.0016592592592592592
alpha-ABa_Y66D12A.10,0.0016592592592592592
TP-AB_daf-15,0.0016592592592592592
alpha-AB_zhit-1,0.0016592592592592592
alpha-ABa_edc-3,0.0016592592592592592
TP-P0_lab-1,0.0016592592592592592
TP-P1_tpp-2,0.0016592592592592592
alpha-ABa_rsp-8,0.0016590856039385453
TP-AB_lab-1,0.0016589460784313728
alpha-P2_panl-3,0.0016581610629229678
alpha-AB_sams-4,0.0016581610629229678
TP-AB_ufd-3,0.0016581610629229674
alpha-diff2_C07D8.6,0.0016581610629229674
alpha-P1_ubr-5,0.0016581610629229674
alpha-diff2_orc-3,0.0016577922077922079
TP-P2_ify-1,0.0016577922077922079
TP-P1_gln-6,0.0016574661680911684
TP-P1_ech-1.2,0.0016559271856890904
alpha-P2_gut-2,0.0016532871489581447
TP-P2_K08F9.4,0.0016521008403361348
alpha-AB_klp-19,0.0016521008403361348
alpha-diff2_mip-2,0.0016452077334430278
TP-P0_MTCE.33,0.0016452077334430278
TP-P2_eif-2A,0.0016452077334430278
alpha-ABa_K04F10.3,0.0016434593367159155
alpha-AB_rpa-1,0.0016429738562091507
alpha-P2_cyk-4,0.0016429738562091505
TP-P0_mex-1,0.0016406250000000004
alpha-diff_F25B5.6,0.0016406250000000004
alpha-AB_lid-1,0.0016406250000000004
TP-ABa_sacy-1,0.0016406250000000004
TP-P2_hmg-4,0.0016406250000000002
alpha-diff2_let-858,0.0016406250000000002
TP-ABa_epg-6,0.0016406250000000002
TP-AB_gtf-2F1,0.0016406250000000002
TP-ABa_rps-8,0.0016406250000000002
TP-AB_ani-1,0.0016406250000000002
alpha-diff_uri-1,0.0016406250000000002
TP-AB_klp-19,0.0016406250000000002
alpha-P2_atp-4,0.0016406250000000002
TP-AB_mog-1,0.0016406250000000002
alpha-P2_R12C12.6,0.0016406250000000002
alpha-AB_T26E3.4,0.0016406250000000002
TP-P0_ztf-23,0.0016406250000000002
TP-ABa_blos-8,0.0016406250000000002
alpha-diff_rpb-5,0.0016406250000000002
alpha-ABa_polk-1,0.0016406250000000002
TP-P2_rbm-42,0.0016406250000000002
alpha-ABa_wdr-4,0.0016406250000000002
alpha-ABa_hcp-6,0.0016406250000000002
TP-P2_lsy-27,0.0016406250000000002
alpha-diff2_vps-20,0.0016406250000000002
TP-P2_cpg-2,0.0016406250000000002
TP-P0_F26F4.9,0.001640625
TP-P1_C27F2.9,0.001640625
alpha-P1_gras-1,0.001640625
alpha-diff_emb-27,0.001640625
TP-AB_C01G8.1,0.001640625
TP-P2_pdtf-1,0.001640625
alpha-AB_F46F11.8,0.001640625
alpha-P2_hrpk-1,0.001640625
TP-P1_isp-1,0.001640333819478205
alpha-diff2_pie-1,0.0016402820294784584
alpha-diff2_spcs-2,0.0016394841269841269
TP-P0_C35D10.1,0.0016393467643467641
TP-ABa_F25H8.1,0.0016370377988025042
alpha-P1_F54D5.9,0.0016350835773912694
alpha-ABa_cyb-1,0.0016332481856378915
alpha-AB_C16C2.4,0.0016309856809856814
TP-ABa_rpb-4,0.0016292162698412702
TP-AB_pfs-2,0.0016284838772338773
alpha-P1_F26G5.1,0.0016265479618420798
alpha-P2_capg-2,0.00162625
alpha-P1_cebp-2,0.0016229580835830837
alpha-P1_mask-1,0.0016228041056166056
alpha-P2_C17E7.4,0.0016207242063492066
alpha-diff2_F53C11.3,0.001618375350140056
TP-ABa_C37C3.9,0.0016174209777150954
alpha-P1_snu-66,0.0016134453781512608
alpha-AB_ints-9,0.0016134453781512608
TP-AB_C27F2.9,0.0016134453781512608
TP-P0_let-767,0.0016134453781512608
TP-AB_dhc-1,0.0016134453781512608
TP-P0_rps-2,0.0016134453781512608
alpha-P2_ubr-5,0.0016134453781512605
alpha-P2_erh-2,0.0016134453781512605
TP-P0_nbet-1,0.0016134453781512605
TP-P2_gtf-2F2,0.0016134453781512605
TP-P1_golg-2,0.0016134453781512605
alpha-P2_rab-8,0.0016134453781512605
alpha-diff2_ctc-2,0.0016134453781512605
TP-P0_Y54E10BR.3,0.0016134453781512605
TP-P2_F27C1.2,0.0016134453781512605
TP-AB_eif-2beta,0.0016134453781512605
TP-P2_ctc-3,0.0016134453781512605
TP-ABa_sucl-2,0.0016134453781512605
TP-AB_D1054.3,0.0016134453781512605
TP-P0_eef-1B.2,0.0016134453781512605
alpha-P1_let-721,0.0016134453781512605
alpha-ABa_nuo-1,0.0016134453781512605
alpha-diff_F36A2.7,0.0016134453781512605
TP-P1_W06B4.1,0.0016134453781512605
alpha-diff_abi-1,0.0016134453781512605
alpha-AB_rack-1,0.0016134453781512605
alpha-diff_him-17,0.0016134453781512605
alpha-P2_mcm-6,0.0016134453781512605
TP-ABa_set-22,0.0016134453781512605
alpha-P1_npp-11,0.0016134453781512605
TP-P0_skpt-1,0.0016134453781512603
alpha-diff2_gldr-2,0.0016134453781512603
alpha-ABa_tmem-131,0.0016134453781512603
TP-ABa_klc-1,0.0016134453781512603
TP-P0_T23G5.2,0.0016134453781512603
TP-P1_cdc-48.2,0.0016134453781512603
TP-P0_eif-2A,0.0016134453781512603
alpha-AB_T07C4.3,0.001608872751180443
alpha-P2_M01H9.3,0.0016078703703703704
TP-P1_mlc-4,0.0015984126984126986
alpha-P2_tspo-1,0.0015956664862914862
TP-P2_ant-1.1,0.0015955515073162133
alpha-diff2_fndc-1,0.0015929629629629631
TP-AB_adr-2,0.0015915195915195916
TP-P1_npp-21,0.0015915195915195916
alpha-diff_R74.8,0.0015892857142857145
alpha-P1_ZK1307.8,0.0015892857142857143
TP-P0_M01E5.3,0.001589285714285714
TP-AB_app-1,0.0015883930883930884
alpha-diff_lag-1,0.0015864135864135866
TP-P1_tbb-1,0.0015860416666666666
alpha-ABa_kars-1,0.0015856586224233281
alpha-P2_mel-28,0.0015846757164404224
TP-P1_Y22D7AL.10,0.0015832320955397878
alpha-diff2_vha-13,0.0015812500000000002
TP-P0_emc-1,0.0015800420168067225
alpha-P2_F01F1.11,0.0015792661042661046
alpha-AB_ubc-9,0.0015766260675351587
alpha-P1_R74.8,0.0015762237762237767
alpha-P2_epg-6,0.001574074074074074
TP-AB_nono-1,0.001574074074074074
TP-AB_F56C9.6,0.001574074074074074
alpha-ABa_rif-1.1,0.001574074074074074
TP-ABa_tbc-3,0.0015740740740740739
alpha-AB_F49C12.11,0.0015740740740740739
TP-AB_hoe-1,0.0015740740740740739
alpha-P2_cey-2,0.0015740740740740739
TP-AB_set-22,0.0015740740740740739
TP-P0_imb-1,0.0015740740740740739
alpha-diff_mut-15,0.0015740740740740739
alpha-P1_smc-4,0.0015740740740740739
alpha-P1_cpg-2,0.0015740740740740739
TP-P0_F56F11.4,0.0015740740740740739
alpha-diff2_cdk-8,0.001573900543900544
alpha-P2_hda-1,0.0015737008089949265
alpha-AB_pid-1,0.0015717081529581529
alpha-AB_znf-598,0.0015716070966070967
alpha-ABa_taf-13,0.0015716070966070965
TP-P1_F19B6.1,0.0015690266299357206
alpha-diff2_cyb-1,0.0015651260504201678
alpha-ABa_cam-1,0.001564862914862915
TP-AB_par-5,0.0015636908545999459
alpha-diff2_mcm-7,0.0015629187052263974
alpha-AB_syp-6,0.0015624519230769231
TP-ABa_pqn-87,0.001562451923076923
alpha-AB_gras-1,0.001557969807969808
TP-P0_pab-1,0.0015579698079698078
TP-P0_inf-1,0.0015572039072039075
TP-P0_czw-1,0.001557203907203907
alpha-diff_T25B9.9,0.0015552596975673897
alpha-ABa_npp-12,0.0015552380952380954
alpha-diff_W08E12.7,0.0015552380952380952
alpha-AB_kin-4,0.0015543884220354809
TP-P0_F25H9.6,0.0015523879142300195
TP-P1_aka-1,0.0015515873015873017
TP-P1_spo-11,0.0015515873015873015
TP-P0_xrep-4,0.0015514766714766716
